job_title,job_title_found,company,location,sources,jobkeys,dates,description,department_name,department_code,rome_code
responsable de secteur,Responsable de secteur Sols Industriels et Décoratifs Sud-Ouest F/H,MAPEI FRANCE,"Toulouse, Occitanie, FR",Apec,e747441bef98,2020-07-02,"Sous la responsabilité du Responsable national des ventes SID, vous développez l’’activité Sols Industriels et Décoratifs (SID) sur votre secteur en prospectant et fidélisant les clients industriels, bureau d’études, applicateurs et économistes. Vous apportez des solutions techniques répondant aux problématiques des chantiers et êtes le référent technique sur toutes les gammes de produits de l’act--De formation minimum Bac + 2 minimum Technique, Génie civil, Bâtiment et/ou Commerciale (type BTS Bâtiment, BTS Etude et Economie de la construction ou DUT Génie Civil complétée d’une formation commerciale), vous justifiez d'une première expérience commerciale réussie dans le secteur du Bâtiment.Votre connaissance du marché des sols résines et votre maîtrise de l’application des produits, vous per--Fondée à Milan en 1937, MAPEI, leader mondial dans le domaine des colles et des produits chimiques pour le bâtiment (89 filiales, 83 sites de production dans 36 pays sur les 5 continents) est reconnue pour la qualité de ses produits, sa politique d'innovation (5 % du CA dédié à la R&D).  Aujourd’hui, 70% des investissements de la R&D sont consacrés à l’étude et la formulation de produits éco-compa",Sarthe,72,D1509
responsable de secteur,Responsable de secteur,Petits-fils,"Vannes, Brittany, FR",Petits-fils,a18cd0247435,2020-07-02,"Depuis 13 ans, Petits-fils aide les personnes âgées dans les actes de la vie quotidienne avec la même exigence que si c’était nos propres grand-parents !Désireuse d’accompagner du mieux possible les personnes âgées qui font appel à l’agence Petits-fils Vannes, sa directrice Maud Toullec est aujourd’hui en quête d’un.e responsable de secteur de services à la personne.Si vous avez une première expérience réussie dans une structure de services à la personne, rejoignez Maud pour participer à cette belle aventure entrepreneuriale.Le poste de Responsable de secteurLieu de travail : Vannes (56000) Date d’embauche : Septembre 2020 Contrat : CDI temps pleinEn tant que responsable de secteur dans les services à la personne, vous serez comme son nom l’indique, responsable de la gestion des clients d’un secteur géographique. Vous aurez pour missions de :répondre aux demandes d’information et de documentationévaluer les besoins au domicile des personnes âgéesgérer des planningscontrôler la satisfaction des clientsfaire le suivi de situation avec les professionnels de santéAfin d’avoir une vue d’ensemble de vos missions, vous bénéficierez de la formation initiale de Petits-fils pour acquérir nos méthodes de travail.Votre future équipeL’agence de Vannes aide les personnes âgées depuis mai 2019. Avant de se lancer dans les services à la personne, Maud a fait une grande partie de sa carrière à la Société Générale en tant que chargée d’affaires entreprises.Profil recherchéVous justifiez d’une expérience de 3 ans en tant que coordinateur / coordinatrice ou responsable de secteur dans une structure d’aide à domicile ou de services à la personne, ainsi qu’une première expérience commerciale.Vous êtes idéalement issu(e) d’une formation BAC +2 spécialisé dans le secteur social / médico-social / commercial (consulter la liste des formations).Maud Toullec recherche une personne qui saura s’intégrer à notre esprit d’équipe, aux valeurs humaines de Petits-fils et qui partagera notre goût du challenge.",Sarthe,72,D1509
responsable de secteur,"Responsable De Secteur (H/F), Toulouse",Adecco Medical,"Toulouse, Occitanie, FR",Adecco Medical,5d89964260c6,2020-06-30,"Votre mission
L'agence Adecco Toulouse, recrute pour son client, spécialiste dans le domaine du nettoyage industriel, un(e) Responsable de Secteur en CDI. Au sein de cette entreprise, un acteur régional dans l'entretien des locaux professionnels, vous assurez un relationnel de haut niveau avec votre clientèle.  Vos principales missions sur votre secteur (essentiellement sur le Département de la Haute Garonne) : - Mettre en place, organiser, structurer les prestations sur les sites clients : - Vérifier de façon permanente l'état du matériel et la consommation de produits ;  - S'assurer de la présence du personnel nécessaire à la bonne exécution de la prestation sur les sites confiés, notamment en participant au recrutement du personnel.Vos clients : Professionnels du tertiaire, industrie, professionnels de santé, gestionnaires de partie commune d'immeubles....  Dans ce poste, vous êtes en relation direct avec des décideurs et vous représenterez l'entreprise dans un secteur en plein développement, une bonne présentation est naturellement exigée.     
Votre profil
Profil recherché : Vous avez un excellent relationnel avec un grand sens du service qui sait se rendre disponible pour ses clients. Vous justifiez impérativement d'une expérience d'au moins 2 ans dans l'encadrement d'équipe et/ou dans le secteur du nettoyage industriel.  
Nous vous proposons
De belles récompenses vous attendent pour votre implication : - Package de rémunération entre 28KEUR et 30 KEUR, véhicule de fonction et téléphone.",Sarthe,72,D1509
responsable de secteur,Responsable de secteur (H/F) - Valence (26),Purina,"null, null, FR",Nestlé,26feb9629a14,2020-07-06,"En un coup d'oeil•CDD – Temps plein•Nestlé Purina•Secteur géographique : Valence (26) et les alentours•Salaire de base à définir selon profil + bonus + intéressement/participation.•Dispositif d’épargne salarial attractifRésumé positionDans le cadre de politiques catégories définies et des accords négociés en centrales régionales, vous aurez pour objectif de developper le chiffre d'affaires et les parts de marché des gammes dont vous aurez la charge. Vous établirez une relation privilégiée avec les interlocuteurs en magasins, en vue de vous positionner comme un interlocuteur reconnu et apprécié pour les solutions qu'il apporte, les actions qu'il entreprend pour développer le chiffre d'affaires des rayons dans lesquels il intervient.Vos missionsDans le cadre de votre poste, vous aurez en charge notamment de : - Réaliser les objectifs de parts de marché en volume auprès de tous les clients de votre secteur. - Négocier et s'assurer de la mise en place des mises en avant promotionnelles sur nos références en relai de nos prospectus en utilisant tous les moyens mis à disposition. - Optimiser la présence et la visibilité de nos produits dans tous les points de vente, selon les différents accords. - Animer et faire respecter les conditions générales de vente ainsi que la politique commerciale de la Société. - Optimiser les moyens alloués aux niveaux: secteur, région et national (promotion, budget, contrats de coopération). - Rapporter au Chef de Région les résultats de son activité ainsi que les informations sur les clients et la concurrence, selon les procédures en vigueur. - Dans le cadre de l'amélioration continue, utiliser les outils et méthodes de résolution de problème et de pilotage de l'activité mis en place dans votre entité.Vos atouts•De formation Bac +4/5 dans le domaine commercial avec une première expérience de vente terrain•Vous maitrisez les techniques de ventes•Vous maitrisez les méthodes et outils terrain•Vous avez un bon relationnel, autonome, réactif et rigoureux•Vous êtes orienté objectifs•La négociation est votre point fort•Permis B en cours de validité",Sarthe,72,D1509
responsable de secteur,RESPONSABLE DE SECTEUR F/H,Onela Siège,"Boulogne-Billancourt, Île-de-France, FR",Talentplug,8467f4f2f03c,2020-07-03,"A propos de l'entreprise :<br>ONELA est un spécialiste de l'aide à domicile, reconnu pour la qualité de ses prestations à destination des personnes âgées, handicapées et en convalescence, ainsi qu'à leurs aidants. Avec plus de 70 agences en France, ONELA participe aujourd'hui au bien-être de plus de 12 000 personnes sur l'ensemble du territoire.<br>Profil recherché :<br>Titulaire d'un diplôme de niveau Bac+2 minimum (BTS SP3S, BTS ESF, services à la personne, management, commercial, ressources humaines), vous avez 2 ans d'expérience réussie dans un poste similaire.Vous avez le sens des responsabilités, des priorités et du service notamment auprès d'un public fragile et dépendant (personnes âgées, personnes en situation de handicap). Votre maîtrise du secteur médico-social fait de vous un(e) interlocuteur(trice) reconnu(e) et apprécié(e), à la fois des clients mais également partenaires et prescripteurs.Dôté(e) d'un excellent relationnel et de réelles qualités humaines, vous appréciez la relation client et le développement commercial. A compétences égales, priorité aux travailleurs handicapés et autres bénéficiaires de l'obligation d'emploi<br>A propos du poste :<br>Afin d'accompagner notre développement, nous recherchons un(e) Responsable de Secteur dynamique et motivé(e) qui partage nos valeurs.Après une période d'intégration, vos missions seront les suivantes :Gestion des Ressources Humaines : Recruter et intégrer les équipes, élaborer, optimiser et suivre les plannings, gérer l'administration du personnel...Gestion des Clients : Evaluer les besoins, établir les devis, mettre en place les prestations, assurer quotidiennement la satisfaction clients et le suivi qualité des prestationsDéveloppement Commercial : Participer au développement de l'activité de l'agence dans un secteur défini (entretien des partenariats, prospection active de nouveaux clients, suivi des devis,...)Encadrement : Encadrer les intervenants, développer leurs compétences (entretiens annuels, formations...)Qualité : Collaborer activement aux audits internes de l'agence (dossiers salariés, dossiers clients, procédures) et décliner les plans d'actions de l'agence",Sarthe,72,D1509
responsable de secteur,Chef de secteur / Responsable de rayon H/F,Picwictoys,"Toulon, Provence-Alpes-Côte d'Azur, FR",Picwictoys,4a11e5c1e521,2020-07-02,"Description de la missionPour accompagner notre développement, nous recherchons un Chef de Secteur, en charge du service clients, du développement du chiffre d'affaires et du management de l'équipe sur ce secteur. Rattaché(e) au Directeur du Magasin, vos missions s'articulent de la façon suivante :1. Recruter, former et animer votre équipe,2. Développer le chiffre d'affaires de votre secteur,3. Accueillir, orienter et conseiller les clients,4. Organiser et mettre en place les animations et opérations commerciales sur votre secteur,5. Analyser les ventes et mettre en œuvre les plans d'action,6. Optimiser la rentabilité du linéaire et le marchandisage de votre secteur,7. Développer la théâtralisation de votre univers produits,8. Piloter, garantir et animer les indicateurs de performance.ProfilDiplômé(e) d'un Bac + 3 en Management et/ou avec une expérience de 3/4 ans sur une fonction d'encadrement d'employés de 5 à 10 personnes en distribution spécialisée ou en grande distributionPassionné par le commerce et le service aux clients, votre sens des responsabilités conjugué à un bon esprit d'équipe et un bon relationnel seront de véritables atouts. Vous êtes mobile géographiquement.Vous êtes réactif, autonome, rigoureux, organisé, doté d'un esprit vif et vous souhaitez vous impliquer dans une ambiance motivée et conviviale ?Venez révéler et développer votre talent au sein d'un univers unique et magique !",Sarthe,72,D1509
responsable de secteur,Responsable de Secteur Magasin H/F,Auchan,"Bonneuil-sur-Marne, Île-de-France, FR",Auchan,1ddf4ce80069,2020-07-02,"<p>Rejoindre <b>Chronodrive</b>, c'est rejoindre une entreprise qui allie le meilleur de l'Homme et du digital pour faciliter le quotidien de tous. Nous proposons une offre complice, pertinente et bluffons nos clients en facilitant leur shopping !</p><p>Ce qui nous anime ?<br/><br/>- Des relations humaines complices et authentiques.<br/>- L'innovation permanente afin de proposer les meilleures solutions à nos clients.<br/>- Un engagement. Eh oui, on souhaite s'engager aux côtés de nos clients parce que chaque moment compte.</p><p>Nous rejoindre, c'est rejoindre une team de 3000 Chronodrivers passionnés et engagés, partout en France, dans 55 magasins !</p> <p>Nous recherchons donc des collaborateurs pour chouchouter les commandes et les clients ! Et ça tombe bien : nous recherchons un nouveau Responsable de Secteur Magasin H/F pour le magasin de Bonneuil sur Marne !</p><p>En détails, ça donne quoi ?</p><li><b>Tu surprends </b>: les clients, comme un magicien ! Tu les étonnes grâce à tes attentions particulières, tu gagnes leur confiance grâce à votre professionnalisme. Et ta magie est contagieuse ! Tes équipes apprennent cet amour du client à tes côtés. Ensemble, vous performez ! Ton grimoire contient les recettes des produits qui fonctionnent, des gammes régionales et des promos en cours. Bref, tu es en plus un vrai commerçant dans l'âme </li><li><b>Tu fédères </b>: le collectif de ton équipe et les talents individuels de chacun : le CAPTAIN c'est toi ! Tu sais créer une ambiance de travail qui allie exigence, performance et plaisir. Tu manages, accompagnes et fais grandir ton équipe de préparateurs de commandes avec brio et bienveillance, le tout sous la responsabilité de ton Directeur de magasin. BUT !</li><li><b>Tu aimes</b> : relever des défis, et as à coeur d'obtenir de bons résultats. Tu drives les stocks, les ruptures et la casse d'une main de maître ! Tu assures le bon fonctionnement des équipes et un service toujours plus bluffant à nos clients tout en garantissant l'excellence opérationnelle qui concilie exigence et bienveillance : bref ton 2ème prénom est ORGANISATOR !</li> <p>Sympa, non ? Alors si tu te reconnais dans ce portrait et si en plus tu sais t'adapter à un monde en mouvement, que le terrain ne te fait pas peur (un véritable Docteur Strange !) que tu sais te mettre au service des autres et qu'avant tout tu aimes relever des challenges alors n'hésite pas... Rejoins-nous !</p> <p>Ce qui t'attend ? Une expérience unique et une aventure humaine dans une entreprise en pleine transformation où tu pourras mettre toutes tes compétences au service de ta créativité, et à ta capacité à innover,  Le tout dans une ambiance de travail où on est sérieux sans se prendre au sérieux.</p><p>Et oui, c'est TOUT ça Chronodrive </p>",Sarthe,72,D1509
responsable de secteur,Alternant – Responsable de secteur F/H,Elior Group,"Vannes, Brittany, FR",Elior Group,8f5e9268590f,2020-07-02,"<p><p><b> Informations générales </b></p></p><p>Ansamble, filiale d'Elior Group et acteur régional majeur de la restauration propose une restauration contemporaine et une gamme de services adaptés à ses clients dans le monde des entreprises & administrations, de l'enseignement et de la santé.<br/> <br/> Avec une cuisine traditionnelle, originale, équilibrée, nos 2200 collaborateurs s'appliquent à répondre chaque jour aux goûts et aux besoins de nos convives.<br/> Comme eux, venez exprimer votre passion du service et évoluer dans un Groupe qui vous donne tous les moyens de réussir.</p><p><p><b>Durée du contrat<br/>12 ou 24 mois</b></p></p><p><p><b>Description de la mission</b></p></p><p>Elior recherche son/sa futur(e) apprenti(e) Responsable de Secteur pour l'agence de VANNES (56).<br/><br/>Sous l'autorité du responsable de secteur vous superviserez plusieurs restaurants sur un périmètre multi-segments. Vous animez au quotidien et managez à distance différents sites du secteur géographique. Vous êtes en charge de l'exécution des contrats, de la fidélisation des clients partenaires et du développement du chiffre d'affaire dans le respect des procédures internes et des normes légales.<br/><br/>Vous interviendrez dans quatre domaines et vos missions opérationnelles sont les suivantes : <br/>- Garantir le respect des contrats et surveiller l'évolution <br/>- Contrôler l'application et le respect des règles d'hygiène alimentaire et de sécurité au travail <br/>- Veiller à l'adaptation constante de l'offre et de l'organisation aux attentes de vos clients <br/><br/>En gestionnaire de qualité : <br/>- Vous ferez appliquer les orientations budgétaires et accompagner les managers dans la construction de leur budget<br/>- Vous piloterez et contrôlerez les résultats financiers en animant les sites afin d'atteindre les objectifs<br/>- Vous contrôlerez le plan d'action pour atteindre les résultats attendus<br/><br/>Grâce à votre future sensibilité commerciale : <br/>- Vous développerez le CA de votre secteur <br/>- Vous analyserez les résultats des enquêtes de satisfaction consommateur pour élaborer les plans de progrès<br/><br/>En tant que futur manager proche de ses équipes : <br/>- Vous animerez les équipes au travers de rencontres et réunions régulières et vous veillerez au bon climat social sur vos établissements<br/>- Vous aiderez les collaborateurs en termes d'évolution professionnelle et de compétences</p><p><p><b>Temps de travail<br/></b></p></p><p><b>Profil</b></p><p>Diplôme préparé ; de formation commerciale ou hôtelière, de niveau BTS à Bac+4 ou 5 <br/><br/>Aptitudes personnelles requises :<br/>-Excellente aptitude relationnelle, qualité d'écoute<br/>-Autonomie, sens de l'organisation et gestion des priorités<br/><br/>Compétences appréciées : <br/>-Maîtrise du Pack Office (Outlook, Excel, PPT, Word) et qualités rédactionnelles<br/>-Connaissance des principes de base d'hygiène et de sécurité au travail </p><p><b>Avantages</b></p><p>Avantage en nature : repas</p>",Sarthe,72,D1509
responsable de secteur,Responsable Commercial secteur Matériel de Manutention H/F – Dijon (21) ou Besançon (25),Kuribay,"Besançon, Bourgogne-Franche-Comté, FR",Kuribay,c07449649dc3,2020-07-01,"<p><p><b>Entreprise</b></p></p><p><b>STILL</b>, filiale du groupe KION, est l’un des principaux fournisseurs d’équipements de manutention et de levage dans le monde, associant innovation, qualité et fiabilité dans toutes ses gammes de produits et services.</p><p>Afin de porter toujours plus haut la satisfaction de ses clients, qu’ils soient dans l’industrie, le transport, la logistique ou la grande distribution, l’entreprise mobilise l’énergie et l’enthousiasme de ses 9500 collaborateurs en Europe.</p><p>Fournisseur de solutions globales (matériels neufs et d’occasion, financements et location longue durée, services…), nous souhaitons renforcer nos performances commerciales, et recherchons pour cela un(e)</p> <p><b>RESPONSABLE COMMERCIAL(E) SECTEUR </b><b>Matériel de Manutention </b><b>(h/f)</b></p><p>Secteur Côte d’Or (21) et Doubs (25)</p><p><p><b>Poste</b></p></p><p>Rattaché(e) à la Direction Régionale Est, responsable de votre secteur géographique, vous commercialisez l’intégralité de l’offre STILL (équipements neufs ou d’occasion, locations courte et longue durées, SAV et toute une gamme de services associés, accessoires et rayonnages) auprès d’une clientèle de professionnels que vous devez fidéliser.</p><p>Vous analysez le potentiel de votre marché ; vous proposez et mettez en œuvre les plans d’actions nécessaires au développement des volumes et des marges chez vos clients et prospects.</p><p>Vous rédigez, présentez, négociez et finalisez des offres commerciales complexes dans un environnement fortement concurrentiel, demandant de savoir faire la différence.</p><p>Bénéficiant de tous les moyens nécessaires (CRM, ERP, solide formation interne), vous travaillez en interaction avec l’ensemble des services de la direction régionale. Vous effectuez un reporting régulier de votre activité.</p><p><p><b>Profil</b></p></p><p>De formation supérieure commerciale ou technique, vous avez déjà démontré vos talents au cours d’une expérience probante dans la vente de produits techniques (matériel roulant, équipement industriel, outillages et fournitures, bureautique…), de services ou de solutions globales en B to B.</p><p>Avec de bonnes capacités de prospection mais aussi de conseil et de fidélisation, un sens aigu du service, un dynamisme naturel et le goût pour le challenge, vous disposez de tous les atouts pour réussir.</p><p>Parce qu’elle compte sur vous, l’entreprise vous propose un mode de rémunération attractif (fixe x 13 + variable avec un minimum garanti pendant 12 mois) ainsi qu’un véhicule de fonction.</p><p>Rejoindre STILL, c’est l’opportunité d’évoluer au sein d’un environnement stimulant où professionnalisme et rigueur riment avec convivialité, et de bénéficier de tous les moyens pour s’épanouir. Consultez le , et vous serez convaincu !</p></div>",Sarthe,72,D1509
responsable de secteur,Responsable commercial de secteur - Ile de France/Nord F/H,VINCI Autoroutes,"Rueil-Malmaison, Île-de-France, FR",VINCI Autoroutes,f181b6fe4009,2020-07-01,"Vous voulez accompagner les nouveaux usages de la mobilité et participer au développement de la marque Ulys? Vous placez les clients au cœur de la stratégie de l’entreprise ?Rattaché(e) au Responsable des Ventes National Grands Comptes et à la Direction Marketing & Services, vous êtes responsable d’un portefeuille de comptes clients « professionnels » et de la prospection de votre secteur géographique (Ile de France/Nord) :- Une une gamme de services associés) auprès d'une clientèle de professionnels;- Vous proposez des solutions dans le cadre du plan d'action de vente régional afin d'atteindre les objectifs fixés;- Vous œuvrez au plus haut niveau de satisfaction possible de nos clients;- Vous participez à la promotion des services ULYS complémentaires auprès de la base client.Au sein de la Force de Vente, le responsable commercial développe le portefeuille B to B de sa zone géographique, en exploitant et qualifiant les fichiers-données de prospects, et en rencontrant les responsables des entreprises :- Objectif de visites terrain : 20 visites terrains par semaine;- Préparation et animation de la Business Review Mensuelle pour faire le point sur les objectifs de ventes, les résultats obtenus, et faire évoluer la stratégie pour assurer la tenue des objectifs;- Gestion d’un portefeuille de 3.000 à 6.000 comptes;- Actions de gestion de recouvrement sur les impayés PRO;- Participation à des soutenances orales pour des appels d’offre marché public ou grand compte. Vous participez aux actions de prospection en physique et à distance et aux opérations de promotion et de lancement des nouveaux produits (salons, congrès...) ainsi que le relais sur des points de ventes partenaires.Vous réaliserez vos missions dans le cadre de la politique sécurité et environnementale de la société. Vous respecterez le principe de non-discrimination et contribuerez à la promotion de la diversité et de l’égalité des chances.Vous bénéficiez d’une Reconnaissance de la Qualité de Travailleur Handicapé ? Faites-le nous savoir, ce poste vous est ouvert !Profil : Vous êtes :De formation Bac+2 minimum dans le domaine commercial et vente, vous avez déjà démontré vos talents au cours d'une expérience (5 ans minimum) dans la vente de produits et/ou service en B to B.Une personnalité avant tout :Vous possédez un sens aigu du service, un dynamisme naturel et un goût pour le challenge, et de fortes qualités de négociation et de ventes.Vos compétences :Ce poste s'appuie sur des compétences techniques commerciales et ventes confirmées, une culture du résultat, une autonomie au quotidien dans l'organisation de la prospection et des tournées, et une gestion rigoureuse du reporting commercial.Des déplacements fréquents en mobilité sont à prévoir sur l’intégralité du secteur commercial.Ce que nous vous offrons :- Une expérience dans une entreprise reconnue à la fois pour son excellence opérationnelle et pour sa capacité à innover dans les services de mobilité ;- Un modèle managérial fondé sur l’intelligence collective et la responsabilisation de chacun ;- Des parcours professionnels riches et variés ;- Le partage des fruits de la croissance du groupe VINCI grâce à l’actionnariat salarié.Convaincu(e) ? Alors, rejoignez-nous et venez vivre une expérience professionnelle enrichissante au contact de nos équipes !Vous aussi, vous serez bien chez nous !« Les vraies réussites sont celles que l’on partage. »",Sarthe,72,D1509
responsable de secteur,Responsable de secteur d'aide à domicile,Pôle emploi,"Bordeaux, Aquitaine, FR",Jobvitae,f888e5c3a789,2020-07-04,"Nous recherchons un(e) Responsable de secteur d'aide à domicile. La f&eacute;d&eacute;ration ADMR de la Gironde recherche un RESPONSABLE DE SECTEUR (H/F)<br /><br />Au sein de l'association Au Fil du Temps de Bordeaux intervenant dans le domaine des<br />services de l'aide à la personne, vous exercerez les missions suivantes :<br /><br />- Accueil physique et t&eacute;l&eacute;phonique<br />- Analyse et traitement des demandes (information, conseil, commercialisation, )<br />- Organisation des plannings des intervenant(e)s et information aux b&eacute;n&eacute;ficiaires<br />- Visite au domicile des b&eacute;n&eacute;ficiaires<br />- Management de l'&eacute;quipe d'intervention<br />- Travaux de secr&eacute;tariat courant<br />- Promotion de nos services et des valeurs de l'ADMR<br /><br />Votre profil : vous poss&eacute;dez un bac+2 et vous avez une aisance r&eacute;dactionnelle, vous savez vous organiser et vous faites preuve de diplomatie et d'&eacute;coute.<br />Une exp&eacute;rience dans le secteur serait un v&eacute;ritable plus.<br /><br /><b>Contrat :</b> Contrat à dur&eacute;e ind&eacute;termin&eacute;e<br /><br /><b>Exp&eacute;rience demand&eacute;e :</b> D&eacute;butant accept&eacute;<br /><br /><b>Dur&eacute;e de travail hebdomadaire :</b> Temps plein 35H Horaires normaux",Sarthe,72,D1509
responsable de secteur,Responsable de secteur SETE (H/F),ADMR 34,"Sète, Occitanie, FR",Candidatus,cf306acc277e,2020-07-06,"Responsable de secteur SETE h/f     L&#39;ADMR, 1er r&eacute;seau fran&ccedil;ais associatif de services &agrave; la personne, c&#39;est 38 associations locales dans l&#39;H&eacute;rault, 5 SSIAD, 1 ESA, 1 entit&eacute; jardinage/bricolage et une cr&egrave;che.     Int&eacute;grer l&rsquo;ADMR HERAULT, c&rsquo;est partager le projet et les valeurs qui animent 2800 salari&eacute;s et 140 b&eacute;n&eacute;voles pour proposer des services pour : TOUS, TOUTE LA VIE, PARTOUT !       MISSIONS   &nbsp;     L&#39; ADMR recrute un responsable de secteur d&#39;aide &agrave; domicile en CDI     &nbsp;     Les fonctions sont:         l&#39;accueil physique et t&eacute;l&eacute;phonique des prospects, clients et salari&eacute;s&nbsp;       la mise en place et le suivi des dossiers clients       le recrutement des salari&eacute;s, l&#39;&eacute;tablissement du contrat de travail ainsi que la pr&eacute;paration du dossier du salari&eacute;       la gestion des plannings des salari&eacute;s: planification des interventions en fonction du plan d&#39;aide, gestion des remplacements, suivi des cong&eacute;s et des visites m&eacute;dicales       le suivi de la modulation du temps de travail       la gestion de l&#39;activit&eacute; de la maison des services       le management d&#39;une &eacute;quipe administrative et de 120 intervenants &agrave; domicile       Profil         Master/Licence en Management et Gestion des Organisations, RH ou &eacute;quivalent       BTS SP3S ou DUT Carri&egrave;res Sanitaires et Sociales Option SAP, avec exp&eacute;rience sur un poste similaire       Comp&eacute;tences en droit social souhait&eacute;       Autonomie, rigueur et sens commercial sont des atouts indispensables pour occuper ce poste       Conditions         Contrat de travail : CDI       Temps de travail : temps complet       R&eacute;mun&eacute;ration:&nbsp;1965&euro; brut/mois + prime&nbsp;administrative&nbsp;de 322 &agrave; 807&euro; par semestre + prime annuelle&nbsp;sur&nbsp;objectifs       Secteur: SETE           Avantages         Mutuelle d&rsquo;entreprise       Reprise anciennet&eacute; de la Convention collective BAD       Parcours d&#39;int&eacute;gration avec formation interne: logiciel m&eacute;tier et connaissances juridiques (contrats de travail, modulation du temps de travail, amplitudes horaires...) avec un responsable de secteur exp&eacute;riment&eacute;           Candidature     Postuler en ligne ou envoyer CV et lettre de motivation &agrave; admr34-786@candidatus.com   &nbsp;     Retrouver toutes nos offres sur www.admr34.fr",Sarthe,72,D1509
responsable de secteur,Responsable de Secteur ASG (auto surveillance glycémique)- H/F,SEPPIC,"null, null, FR",SEPPIC,bf77e9eec260,2020-07-02,"Présentation du GroupeAir Liquide est le leader mondial des gaz, technologies et services pour l’industrie et la santé. Présent dans 80 pays avec environ 65 000 collaborateurs, le Groupe sert plus de 3,5 millions de clients et de patients. Oxygène, azote et hydrogène sont des petites molécules essentielles à la vie, la matière et l’énergie. Elles incarnent le territoire scientifique d’Air Liquide et sont au cœur du métier du Groupe depuis sa création en 1902.Air Liquide a pour ambition d’être le leader de son industrie, d’être performant sur le long terme et de contribuer à un monde plus durable.Air Liquide place la diversité au cœur de ses activités et s'engage notamment en favorisant l’égalité professionnelle et l’emploi des travailleurs en situation de handicap. Descriptif de l'entité et de l'activitéAir Liquide Healthcare est un leader mondial des gaz médicaux, de la santé à domicile, des produitsd’hygiène et des ingrédients de spécialité santé. Une équipe de plus de 13 500 collaborateurs, dans 35 pays, contribue à améliorer la vie de 1 300 000 patients à domicile et sert plus de 7 500 hôpitaux et cliniques.Dinno Santé est une entité de la branche Santé à domicile du groupe Air Liquide totalement dédiée au suivi des patients diabétiques sur l’ensemble du territoire français. Grâce à sa double activité de prestataire en insulinothérapie par pompe et de mise à disposition de dispositifs médicaux dédiés au traitement du diabète (lecteurs de glycémie, mesure du glucose en continu…), Dinno Santé permet de proposer une véritable expertise dans la prise en charge globale des patients diabétiques. Parce que chaque patient est unique, Dinno Santé travaille en étroite collaboration avec les équipes médicales pour s’adapter avec souplesse et disponibilité, et proposer une véritable prestation « sur mesure » dépassant parfois les obligations initiales. Missions et responsabilités :Au sein de la Direction d'Activité et rattaché(e) au Directeur de la Zone IDF, le/la Responsable de Secteur ASG développe les ventes de son secteur en réalisant les objectifs de chiffre d'affaires de lecteurs d'autosurveillance glycémique et accroît la part de marché de Dinno Santé. Secteur d'intervention :59, 60, 62, 80 et les départements d’Île-de-France Développer la distribution de lecteurs de glycémie.Développer la gamme CGM auprès des prescripteursDévelopper les services de l’équipe DINNO SANTE.Représenter DINNO SANTE dans les congrès locaux ou toute autre manifestation professionnelle.Identifier les opportunités de croissance de chiffre d’affaires et proposer le plan de développement adéquat.Respecter les procédures internes. Il/elle devra visiter avec régularité les interlocuteurs concernés par son activité en diabétologie, à savoir les pharmaciens hospitaliers, les spécialistes hospitaliers, les spécialistes de ville, les infirmiers d’éducation. Profil et compétences Pour réussir dans cette fonction vous avez un diplôme de niveau Bac+2/3 dans la vente, école de commerce ou visiteur médical. Avoir une connaissance du matériel spécifique au diabète est un atout supplémentaire ainsi que la connaissance du milieu hospitalier.Vous devrez faire preuve de dynamisme, avoir sens de la communication. Il est indispensable d'être organisé et autonome.",Sarthe,72,D1509
